ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10001315,HY190829,03/19/2015 03:50:00 PM,081XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0614,006,21,71,14,1166759,1850696,2015,02/10/2018 03:50:01 PM,41.74587182,-87.664538263,"(41.74587182, -87.664538263)"
10001316,HY190840,03/19/2015 02:37:00 PM,040XX W GRENSHAW ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1132,011,24,29,08B,1149695,1894737,2015,02/10/2018 03:50:01 PM,41.867073727,-87.725924382,"(41.867073727, -87.725924382)"
10001317,HY190826,03/19/2015 04:20:00 PM,075XX S RACINE AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0612,006,17,71,08B,1169629,1854690,2015,02/10/2018 03:50:01 PM,41.756770198,-87.653906431,"(41.756770198, -87.653906431)"
10001321,HY190844,03/19/2015 04:25:00 PM,039XX W DIVERSEY AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2523,025,30,21,08A,1149421,1918323,2015,02/10/2018 03:50:01 PM,41.931801441,-87.726317628,"(41.931801441, -87.726317628)"
10001323,HY190904,03/19/2015 03:45:00 PM,016XX W WALNUT ST,4510,OTHER OFFENSE,PROBATION VIOLATION,GOVERNMENT BUILDING/PROPERTY,true,false,1215,012,27,28,26,1165374,1901800,2015,02/10/2018 03:50:01 PM,41.886136329,-87.668163684,"(41.886136329, -87.668163684)"
10001324,HY190945,03/19/2015 10:00:00 AM,074XX S COLES AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0334,003,7,43,05,1195250,1856546,2015,02/10/2018 03:50:01 PM,41.761269577,-87.559950282,"(41.761269577, -87.559950282)"
10001325,HY190874,03/18/2015 08:30:00 AM,012XX W GRENSHAW ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1231,012,2,28,06,1168082,1895138,2015,02/10/2018 03:50:01 PM,41.867797261,-87.658411716,"(41.867797261, -87.658411716)"
10001327,HY190774,03/19/2015 02:30:00 AM,086XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,OTHER,false,false,0632,006,6,44,08B,1183068,1847963,2015,02/10/2018 03:50:01 PM,41.738008783,-87.604863987,"(41.738008783, -87.604863987)"
10001328,HY190571,03/18/2015 06:00:00 AM,008XX W 51ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0934,009,3,61,08B,1171529,1870698,2015,02/10/2018 03:50:01 PM,41.800656635,-87.646474686,"(41.800656635, -87.646474686)"
10001331,HY190961,03/19/2015 06:02:00 PM,067XX W ARCHER AVE,0810,THEFT,OVER $500,STREET,false,false,0811,008,23,56,06,1132414,1867331,2015,02/10/2018 03:50:01 PM,41.792185121,-87.790002651,"(41.792185121, -87.790002651)"
10001332,HY190987,03/19/2015 01:00:00 AM,029XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0133,001,3,35,06,1176406,1885545,2015,02/10/2018 03:50:01 PM,41.841289747,-87.628142362,"(41.841289747, -87.628142362)"
10001333,HY190964,03/16/2015 06:14:00 PM,017XX W NORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1433,014,1,24,11,1164685,1910707,2015,02/10/2018 03:50:01 PM,41.910592416,-87.670441113,"(41.910592416, -87.670441113)"
10001334,HY190922,03/19/2015 05:45:00 AM,023XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,1432,014,32,22,14,1160581,1913231,2015,02/10/2018 03:50:01 PM,41.917604504,-87.685447634,"(41.917604504, -87.685447634)"
10001335,HY190941,03/19/2015 11:00:00 AM,009XX W DICKENS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1812,018,43,7,14,1169489,1914149,2015,02/10/2018 03:50:01 PM,41.919934216,-87.652692746,"(41.919934216, -87.652692746)"
10001338,HY190793,03/19/2015 01:16:00 PM,004XX S FRANKLIN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0122,001,2,32,06,1174386,1898413,2015,02/10/2018 03:50:01 PM,41.876645737,-87.635171022,"(41.876645737, -87.635171022)"
10001339,HY190888,03/19/2015 04:30:00 PM,035XX S WESTERN BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0911,009,12,59,08B,1161093,1881324,2015,02/10/2018 03:50:01 PM,41.830038123,-87.684452738,"(41.830038123, -87.684452738)"
10001340,HY190963,03/19/2015 09:00:00 AM,011XX W OHIO ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1214,012,27,24,05,1168750,1904033,2015,02/10/2018 03:50:01 PM,41.892191358,-87.65570155,"(41.892191358, -87.65570155)"
10001341,HY190795,03/19/2015 03:45:00 PM,021XX S PULASKI RD,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,1014,010,24,29,03,1150046,1889312,2015,02/10/2018 03:50:01 PM,41.852180051,-87.724776967,"(41.852180051, -87.724776967)"
10001342,HY190972,03/19/2015 06:00:00 AM,005XX N TRIPP AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1111,011,28,23,06,1147906,1903370,2015,02/10/2018 03:50:01 PM,41.890798221,-87.732270145,"(41.890798221, -87.732270145)"
10001343,HY190978,03/19/2015 06:10:00 PM,075XX S RACINE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,TAVERN/LIQUOR STORE,false,false,0612,006,17,71,26,1169629,1854690,2015,02/10/2018 03:50:01 PM,41.756770198,-87.653906431,"(41.756770198, -87.653906431)"
10001344,HY190730,03/19/2015 02:00:00 PM,024XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1013,010,22,30,08B,1151425,1887566,2015,02/10/2018 03:50:01 PM,41.847361883,-87.719761396,"(41.847361883, -87.719761396)"
10001345,HY190960,03/18/2015 02:20:00 PM,027XX S PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1031,010,22,30,11,1150155,1885461,2015,02/10/2018 03:50:01 PM,41.841610299,-87.724477111,"(41.841610299, -87.724477111)"
10001346,HY190976,03/19/2015 06:05:00 PM,049XX N NAGLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1613,016,41,10,14,1132554,1932416,2015,02/10/2018 03:50:01 PM,41.970785106,-87.787972688,"(41.970785106, -87.787972688)"
10001347,HY190902,03/13/2015 04:30:00 PM,011XX S MICHIGAN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0123,001,2,32,26,1177422,1895476,2015,02/10/2018 03:50:01 PM,41.868518128,-87.624113021,"(41.868518128, -87.624113021)"
10001348,HY190906,03/19/2015 04:08:00 PM,080XX S COLFAX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,0422,004,7,46,18,1194911,1852123,2015,02/10/2018 03:50:01 PM,41.749140885,-87.56133818,"(41.749140885, -87.56133818)"
10001349,HY191018,03/18/2015 11:00:00 PM,053XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0935,009,3,61,14,1172873,1869438,2015,02/10/2018 03:50:01 PM,41.797169487,-87.641583005,"(41.797169487, -87.641583005)"
10001350,HY190985,03/19/2015 06:15:00 PM,057XX S EMERALD AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0711,007,20,68,26,1172284,1866736,2015,02/10/2018 03:50:01 PM,41.789767893,-87.643822407,"(41.789767893, -87.643822407)"
10001352,HY190940,03/19/2015 04:45:00 PM,010XX N LARAMIE AVE,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,"SCHOOL, PUBLIC, GROUNDS",false,false,1524,015,37,25,20,1141505,1906391,2015,02/10/2018 03:50:01 PM,41.89920884,-87.755703376,"(41.89920884, -87.755703376)"
10001353,HY190807,03/19/2015 04:50:00 PM,036XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1732,017,33,16,06,1151505,1926339,2015,02/10/2018 03:50:01 PM,41.953757223,-87.718447888,"(41.953757223, -87.718447888)"
10001354,HY191024,03/19/2015 05:30:00 PM,059XX N RAVENSWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2012,020,40,77,08B,1163314,1939392,2015,02/10/2018 03:50:01 PM,41.989334479,-87.674667806,"(41.989334479, -87.674667806)"
10001356,HY190942,03/18/2015 10:00:00 PM,056XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2012,020,40,4,07,1159307,1937402,2015,02/10/2018 03:50:01 PM,41.983957457,-87.689461194,"(41.983957457, -87.689461194)"
10001357,HY190849,03/16/2015 01:43:00 PM,051XX N PAULINA ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2032,020,47,3,06,1164064,1934362,2015,02/10/2018 03:50:01 PM,41.975516129,-87.672052035,"(41.975516129, -87.672052035)"
10001359,HY191003,03/19/2015 05:45:00 PM,092XX S BISHOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2222,022,21,73,18,1168289,1843459,2015,02/10/2018 03:50:01 PM,41.725979677,-87.659139757,"(41.725979677, -87.659139757)"
10001360,HY191026,03/19/2015 06:33:00 PM,052XX W ADAMS ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,1522,015,29,25,26,1141548,1898831,2015,02/10/2018 03:50:01 PM,41.878462484,-87.755732349,"(41.878462484, -87.755732349)"
10001361,HY190928,03/19/2015 05:36:00 PM,063XX S WESTERN AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0825,008,15,66,08B,1161459,1862643,2015,02/10/2018 03:50:01 PM,41.778767526,-87.683627986,"(41.778767526, -87.683627986)"
10001362,HY191035,03/19/2015 07:00:00 PM,036XX S RHODES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,0212,002,4,35,14,1180179,1881011,2015,02/10/2018 03:50:01 PM,41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
10001363,HY190868,03/19/2015 03:30:00 PM,103XX S MORGAN ST,0460,BATTERY,SIMPLE,STREET,false,false,2232,022,34,73,08B,1171471,1836439,2015,02/10/2018 03:50:01 PM,41.706646782,-87.647688654,"(41.706646782, -87.647688654)"
10001364,HY191023,03/19/2015 04:45:00 PM,050XX S KEDZIE AVE,0810,THEFT,OVER $500,STREET,false,false,0821,008,14,63,06,1155898,1870955,2015,02/10/2018 03:50:01 PM,41.80169033,-87.703792065,"(41.80169033, -87.703792065)"
10001365,HY190907,03/19/2015 03:15:00 PM,057XX S JUSTINE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0713,007,16,67,05,1166989,1866663,2015,02/10/2018 03:50:01 PM,41.789682463,-87.663239684,"(41.789682463, -87.663239684)"
10001366,HY190909,03/19/2015 07:00:00 AM,070XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0733,007,17,68,14,1170859,1858210,2015,02/10/2018 03:50:01 PM,41.766402779,-87.649296123,"(41.766402779, -87.649296123)"
10001367,HY191034,03/19/2015 07:02:00 PM,0000X E 61ST ST,0560,ASSAULT,SIMPLE,STREET,false,false,0311,003,20,40,08A,1177560,1864578,2015,02/10/2018 03:50:01 PM,41.783728383,-87.624542227,"(41.783728383, -87.624542227)"
10001369,HY190946,03/19/2015 05:30:00 PM,060XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,0825,008,15,66,14,1161408,1864468,2015,02/10/2018 03:50:01 PM,41.783776633,-87.683764415,"(41.783776633, -87.683764415)"
10001370,HY190813,03/19/2015 03:00:00 PM,103XX S MORGAN ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2232,022,34,73,08B,1171471,1836439,2015,02/10/2018 03:50:01 PM,41.706646782,-87.647688654,"(41.706646782, -87.647688654)"
10001371,HY190980,03/19/2015 06:17:00 PM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1722,017,45,15,06,1144295,1926174,2015,02/10/2018 03:50:01 PM,41.953443342,-87.744957048,"(41.953443342, -87.744957048)"
10001375,HY190900,03/06/2015 02:00:00 PM,056XX S MARSHFIELD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0715,007,15,67,11,1166305,1867292,2015,02/10/2018 03:50:01 PM,41.791423117,-87.6657298,"(41.791423117, -87.6657298)"
10001376,HY190820,03/14/2015 11:00:00 AM,017XX W 106TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2212,022,19,72,14,1166623,1834372,2015,02/10/2018 03:50:01 PM,41.70107915,-87.665500623,"(41.70107915, -87.665500623)"
10001377,HY190732,03/18/2015 03:50:00 PM,042XX N MONTICELLO AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1723,017,33,16,08B,1151294,1928021,2015,02/10/2018 03:50:01 PM,41.958376903,-87.719179238,"(41.958376903, -87.719179238)"
10001378,HY190969,03/19/2015 05:30:00 PM,008XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,0624,006,6,69,18,1183364,1852811,2015,02/10/2018 03:50:01 PM,41.751305337,-87.603628907,"(41.751305337, -87.603628907)"
10001379,HY190924,03/19/2015 05:02:00 PM,028XX E 77TH PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,false,0421,004,7,43,26,1196828,1854267,2015,02/10/2018 03:50:01 PM,41.754976764,-87.55424256,"(41.754976764, -87.55424256)"
10001380,HY191036,03/19/2015 06:58:00 PM,002XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1225,012,2,28,18,1160442,1898882,2015,02/10/2018 03:50:01 PM,41.878232554,-87.686355881,"(41.878232554, -87.686355881)"
10001382,HY190467,03/19/2015 11:56:00 AM,100XX S OGLESBY AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,0431,004,7,51,04A,1193815,1838862,2015,02/10/2018 03:50:01 PM,41.712778416,-87.565787592,"(41.712778416, -87.565787592)"
10001383,HY190898,03/19/2015 05:00:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1822,018,32,8,06,1169505,1910252,2015,02/10/2018 03:50:01 PM,41.909240284,-87.65274758,"(41.909240284, -87.65274758)"
10001384,HY190947,03/19/2015 05:40:00 PM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0411,004,5,43,06,1188123,1855151,2015,02/10/2018 03:50:01 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
10001386,HY191017,03/18/2015 11:30:00 PM,048XX N CHRISTIANA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1713,017,39,14,26,1153175,1931906,2015,02/10/2018 03:50:01 PM,41.969000391,-87.712160399,"(41.969000391, -87.712160399)"
10001387,HY190905,03/17/2015 11:30:00 PM,075XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0623,006,17,69,05,1176257,1854892,2015,02/10/2018 03:50:01 PM,41.7571783,-87.629610031,"(41.7571783, -87.629610031)"
10001388,HY190851,03/19/2015 04:00:00 PM,042XX W NORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2534,025,30,23,08B,1147465,1910287,2015,02/10/2018 03:50:01 PM,41.909787665,-87.733712179,"(41.909787665, -87.733712179)"
10001389,HY190974,03/19/2015 06:00:00 PM,092XX S COTTAGE GROVE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,BARBERSHOP,false,false,0633,006,9,44,04A,1183176,1843968,2015,02/10/2018 03:50:01 PM,41.727043538,-87.604592232,"(41.727043538, -87.604592232)"
10001391,HY190765,11/01/2014 02:00:00 AM,046XX W PETERSON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1711,017,39,12,06,1144898,1939488,2014,02/10/2018 03:50:01 PM,41.989966585,-87.742402743,"(41.989966585, -87.742402743)"
10001392,HY190410,08/06/2014 10:00:00 AM,015XX S DRAKE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1021,010,24,29,02,1152954,1892279,2014,02/10/2018 03:50:01 PM,41.860264796,-87.714025166,"(41.860264796, -87.714025166)"
10001394,HY190891,03/19/2015 04:12:00 PM,068XX S WESTERN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,true,false,0832,008,17,66,04B,1161557,1859142,2015,02/10/2018 03:50:01 PM,41.769158261,-87.683365712,"(41.769158261, -87.683365712)"
10001395,HY191006,03/19/2015 06:20:00 PM,075XX S ESSEX AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0421,004,7,43,26,1194174,1855396,2015,02/10/2018 03:50:01 PM,41.758140368,-87.563931522,"(41.758140368, -87.563931522)"
10001399,HY191089,03/19/2015 10:00:00 AM,042XX S KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0921,009,14,58,11,1155712,1876523,2015,02/10/2018 03:50:01 PM,41.816973404,-87.704324749,"(41.816973404, -87.704324749)"
10001402,HY191076,03/19/2015 07:01:00 PM,052XX W JACKSON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,1522,015,29,25,18,1141592,1898171,2015,02/10/2018 03:50:01 PM,41.876650547,-87.755587101,"(41.876650547, -87.755587101)"
10001403,HY191071,03/19/2015 07:00:00 PM,022XX N LATROBE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE,true,false,2515,025,37,19,26,1141022,1914305,2015,02/10/2018 03:50:01 PM,41.920934657,-87.757282227,"(41.920934657, -87.757282227)"
10001404,HY190825,03/19/2015 04:20:00 PM,098XX S COMMERCIAL AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0431,004,10,51,08B,1197841,1840285,2015,02/10/2018 03:50:01 PM,41.716583826,-87.550996058,"(41.716583826, -87.550996058)"
10001406,HY190914,03/19/2015 05:05:00 PM,051XX S RACINE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,0934,009,16,61,03,1169191,1870802,2015,02/10/2018 03:50:01 PM,41.80099297,-87.65504587,"(41.80099297, -87.65504587)"
10001407,HY191081,03/19/2015 07:25:00 PM,016XX N LAMON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,2533,025,37,25,18,1143245,1910293,2015,02/10/2018 03:50:01 PM,41.909884036,-87.749214726,"(41.909884036, -87.749214726)"
10001408,HY191053,03/19/2015 07:25:00 PM,010XX E 132ND ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0533,005,9,54,08A,1185722,1818032,2015,02/10/2018 03:50:01 PM,41.655812299,-87.596079156,"(41.655812299, -87.596079156)"
10001410,HY191055,03/19/2015 06:00:00 PM,033XX W 38TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0911,009,12,58,14,1154765,1878876,2015,02/10/2018 03:50:01 PM,41.823449314,-87.707735775,"(41.823449314, -87.707735775)"
10001412,HY190676,03/19/2015 02:30:00 PM,004XX W 38TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0915,009,11,60,05,1173991,1879734,2015,02/10/2018 03:50:01 PM,41.825397938,-87.637177321,"(41.825397938, -87.637177321)"
10001413,HY191027,03/19/2015 06:40:00 PM,069XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0733,007,17,68,15,1171503,1858795,2015,02/10/2018 03:50:01 PM,41.767994013,-87.646918516,"(41.767994013, -87.646918516)"
10001414,HY191030,03/19/2015 07:01:00 PM,050XX W ADAMS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,true,false,1533,015,28,25,15,1142694,1898858,2015,02/10/2018 03:50:01 PM,41.878515334,-87.751523753,"(41.878515334, -87.751523753)"
10001415,HY190948,03/19/2015 12:30:00 PM,013XX W 14TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1233,012,2,28,08B,1167761,1893524,2015,02/10/2018 03:50:01 PM,41.863375231,-87.659636657,"(41.863375231, -87.659636657)"
10001416,HY190839,03/19/2015 03:30:00 PM,019XX E 73RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0333,003,5,43,14,1190597,1856955,2015,02/10/2018 03:50:01 PM,41.762505435,-87.576990399,"(41.762505435, -87.576990399)"
10001418,HY190921,03/19/2015 03:00:00 PM,004XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1122,011,27,23,08B,1149979,1902686,2015,02/10/2018 03:50:01 PM,41.888881152,-87.724674821,"(41.888881152, -87.724674821)"
10001419,HY190979,03/19/2015 05:38:00 PM,013XX S KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,1011,010,24,29,08B,1147264,1893380,2015,02/10/2018 03:50:01 PM,41.863396806,-87.734883724,"(41.863396806, -87.734883724)"
10001420,HY190871,03/19/2015 03:35:00 PM,043XX W WEST END AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1114,011,28,26,04A,1147208,1900616,2015,02/10/2018 03:50:01 PM,41.883254323,-87.734904104,"(41.883254323, -87.734904104)"
10001421,HY191069,03/19/2015 07:30:00 PM,024XX W 65TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0832,008,15,66,18,1161288,1861490,2015,02/10/2018 03:50:01 PM,41.775607078,-87.684286792,"(41.775607078, -87.684286792)"
10001423,HY190772,03/19/2015 05:30:00 AM,039XX W JACKSON BLVD,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1122,011,28,26,03,1150074,1898394,2015,02/10/2018 03:50:01 PM,41.877101586,-87.724437775,"(41.877101586, -87.724437775)"
10001424,HY191083,03/17/2015 07:00:00 PM,012XX W MONROE ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1224,012,27,28,07,1168238,1899703,2015,02/10/2018 03:50:01 PM,41.880320608,-87.6577071,"(41.880320608, -87.6577071)"
10001426,HY191063,03/19/2015 07:20:00 PM,012XX W 111TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,2234,022,34,75,18,1170140,1831176,2015,02/10/2018 03:50:01 PM,41.692233255,-87.652715044,"(41.692233255, -87.652715044)"
10001427,HY190995,03/19/2015 06:35:00 PM,009XX N SACRAMENTO BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1211,012,26,23,08B,1156004,1906302,2015,02/10/2018 03:50:01 PM,41.898684386,-87.702450956,"(41.898684386, -87.702450956)"
10001429,HY191068,03/19/2015 06:45:00 PM,003XX W SUPERIOR ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1831,018,42,8,08B,1173684,1905296,2015,02/10/2018 03:50:01 PM,41.895548745,-87.637543608,"(41.895548745, -87.637543608)"
10001432,HY191072,03/19/2015 07:27:00 PM,043XX W WABANSIA AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,PARK PROPERTY,true,false,2534,025,31,23,26,1147378,1910950,2015,02/10/2018 03:50:01 PM,41.911608672,-87.734014766,"(41.911608672, -87.734014766)"
10001433,HY190983,03/19/2015 12:01:00 AM,059XX W FILLMORE ST,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,ALLEY,false,false,1513,015,29,25,17,1137132,1894741,2015,02/10/2018 03:50:01 PM,41.867319371,-87.772045418,"(41.867319371, -87.772045418)"
10001434,HY191113,03/19/2015 07:00:00 PM,041XX N LONG AVE,0890,THEFT,FROM BUILDING,PARK PROPERTY,false,false,1624,016,38,15,06,1139616,1926816,2015,02/10/2018 03:50:01 PM,41.95529191,-87.762141971,"(41.95529191, -87.762141971)"
10001436,HY191097,03/19/2015 03:30:00 PM,003XX N MENARD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1512,015,29,25,26,1137652,1901657,2015,02/10/2018 03:50:01 PM,41.886288459,-87.769969735,"(41.886288459, -87.769969735)"
10001439,HY190591,03/18/2015 05:30:00 PM,027XX W HARRISON ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1135,011,2,27,06,1158248,1897253,2015,02/10/2018 03:50:01 PM,41.873807522,-87.69445629,"(41.873807522, -87.69445629)"
10001441,HY191039,03/19/2015 07:12:00 PM,0000X W 113TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0522,005,34,49,26,1178028,1830041,2015,02/10/2018 03:50:01 PM,41.688943986,-87.623870206,"(41.688943986, -87.623870206)"
10001442,HY191099,03/19/2015 07:42:00 PM,001XX S KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1115,011,28,26,18,1148419,1898914,2015,02/10/2018 03:50:01 PM,41.878560584,-87.730501097,"(41.878560584, -87.730501097)"
10001443,HY191084,03/19/2015 12:01:00 AM,004XX W DIVERSEY PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934,019,44,6,07,1172814,1918898,2015,02/10/2018 03:50:01 PM,41.932892608,-87.64033523,"(41.932892608, -87.64033523)"
10001444,HY190981,03/19/2015 06:14:00 PM,075XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0612,006,17,71,06,1166987,1854622,2015,02/10/2018 03:50:01 PM,41.756640447,-87.663590843,"(41.756640447, -87.663590843)"
10001445,HY191074,03/19/2015 06:23:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1834,018,42,8,06,1177327,1904307,2015,02/10/2018 03:50:01 PM,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
10001446,HY190805,03/19/2015 04:00:00 PM,033XX W MADISON ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1124,011,28,27,06,1154232,1899821,2015,02/10/2018 03:50:01 PM,41.88093546,-87.709132611,"(41.88093546, -87.709132611)"
10001447,HY190962,03/19/2015 05:52:00 PM,050XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0224,002,3,38,15,1178012,1871589,2015,02/10/2018 03:50:01 PM,41.802957004,-87.622672554,"(41.802957004, -87.622672554)"
10001448,HY191101,03/19/2015 07:35:00 PM,054XX W ROSCOE ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,true,false,1633,016,38,15,15,1139426,1922071,2015,02/10/2018 03:50:01 PM,41.942274645,-87.762956543,"(41.942274645, -87.762956543)"
